Text_Type,Chapter,Shloka,Charan,Start_sec,End_sec,Transcript_Devanagari,Expected_Text_From_CSV,Words,Confidence,Status,Notes
Shloka,9,6,B,118,122.5,वायुः सर्वत्रगो महान्,वायुः(स्) सर्वत्रगो महान्,"वायुः, सर्वत्रगः, महान्",High,Correct,Exact match
Shloka,9,6,C,122.5,127,तथा सर्वाणि भूतानि,तथा सर्वाणि भूतानि,"तथा, सर्वाणि, भूतानि",High,Correct,Exact match
Shloka,9,6,D,127,133,मत्स्थानीत्युपधारय,मत्स्थानीत्युपधारय,"मत्स्थानि, इति, उपधारय",High,Correct,Exact match
Shloka,9,7,A,133,138,सर्वभूतानि कौन्तेय,सर्वभूतानि कौन्तेय,"सर्वभूतानि, कौन्तेय",High,Correct,Exact match
Shloka,9,7,B,138,142.5,प्रकृतिं यान्ति मामिकाम्,प्रकृतिं(य्ँ) यान्ति मामिकाम्,"प्रकृतिम्, यान्ति, मामिकाम्",High,Correct,Exact match
Shloka,9,7,C,142.5,147,कल्पक्षये पुनस्तानि,कल्पक्षये पुनस्तानि,"कल्पक्षये, पुनः, तानि",High,Correct,Exact match
Shloka,9,7,D,147,153,कल्पादौ विसृजाम्यहम्,कल्पादौ विसृजाम्यहम्,"कल्पादौ, विसृजामि, अहम्",High,Correct,Exact match
Shloka,9,8,A,153,158,प्रकृतिं स्वामवष्टभ्य,प्रकृतिं(म्) स्वामवष्टभ्य,"प्रकृतिम्, स्वाम्, अवष्टभ्य",High,Correct,Exact match
Shloka,9,8,B,158,162.5,विसृजामि पुनः पुनः,विसृजामि पुनः(फ्) पुनः,"विसृजामि, पुनः, पुनः",High,Correct,Exact match
Shloka,9,8,C,162.5,167,भूतग्राममिमं कृत्स्नम्,भूतग्राममिमं(ङ्) कृत्स्नम्,"भूतग्रामम्, इमम्, कृत्स्नम्",High,Correct,Exact match
Shloka,9,8,D,167,173,अवशं प्रकृतेर्वशात्,अवशं(म्) प्रकृतेर्वशात्,"अवशम्, प्रकृतेः, वशात्",High,Correct,Exact match
Shloka,9,9,A,173,178,न च मां तानि कर्माणि,न च मां(न्) तानि कर्माणि,"न, च, मां, तानि, कर्माणि",High,Correct,Exact match
Shloka,9,9,B,178,182.5,निबध्नन्ति धनञ्जय,निबध्नन्ति धनञ्जय,"निबध्नन्ति, धनञ्जय",High,Correct,Exact match
Shloka,9,9,C,182.5,187,उदासीनवदासीनम्,उदासीनवदासीनम्,"उदासीनवत्, आसीनम्",High,Correct,Exact match
Shloka,9,9,D,187,193,असक्तं तेषु कर्मसु,असक्तं(न्) तेषु कर्मसु,"असक्तम्, तेषु, कर्मसु",High,Correct,Exact match
Shloka,9,10,A,193,198,मयाध्यक्षेण प्रकृतिः,मयाध्यक्षेण प्रकृतिः(स्),"मया, अध्यक्षेण, प्रकृतिः",High,Correct,Exact match
Shloka,9,10,B,198,202.5,सूयते सचराचरम्,सूयते सचराचरम्,"सूयते, स, चराचरम्",High,Correct,Exact match
Shloka,9,10,C,202.5,207,हेतुनानेन कौन्तेय,हेतुनानेन कौन्तेय,"हेतुना, अनेन, कौन्तेय",High,Correct,Exact match
Shloka,9,10,D,207,213,जगद्विपरिवर्तते,जगद्विपरिवर्तते,"जगत्, विपरिवर्तते",High,Correct,Exact match
Shloka,9,11,A,213,218,अवजानन्ति मां मूढा,अवजानन्ति मां(म्) मूढा,"अवजानन्ति, मां, मूढाः",High,Correct,Exact match
Shloka,9,11,B,218,222.5,मानुषीं तनुमाश्रितम्,मानुषीं(न्) तनुमाश्रितम्,"मानुषीं, तनुम्, आश्रितम्",High,Correct,Exact match
Shloka,9,11,C,222.5,227,परं भावमजानन्तो,परं(म्) भावमजानन्तो,"परं, भावम्, अजानन्तः",High,Correct,Exact match
Shloka,9,11,D,227,233,मम भूतमहेश्वरम्,मम भूतमहेश्वरम्,"मम, भूतमहेश्वरम्",High,Correct,Exact match
Shloka,9,12,A,233,238,मोघाशा मोघकर्माणो,मोघाशा मोघकर्माणो,"मोघाशाः, मोघकर्माणः",High,Correct,Exact match
Shloka,9,12,B,238,242.5,मोघज्ञाना विचेतसः,मोघज्ञाना विचेतसः,"मोघज्ञानाः, विचेतसः",High,Correct,Exact match
Shloka,9,12,C,242.5,247,राक्षसीमासुरीं चैव,राक्षसीमासुरीं(ञ्) चैव,"राक्षसीम्, आसुरीं, च, एव",High,Correct,Exact match
Shloka,9,12,D,247,253,प्रकृतिं मोहिनीं श्रिताः,प्रकृतिं(म्) मोहिनीं(म्) श्रिताः,"प्रकृतिं, मोहिनीं, श्रिताः",High,Correct,Exact match
Shloka,9,13,A,253,258,महात्मानस्तु मां पार्थ,महात्मानस्तु मां(म्) पार्थ,"महात्मानः, तु, मां, पार्थ",High,Correct,Exact match
Shloka,9,13,B,258,262.5,दैवीं प्रकृतिमाश्रिताः,"दैवीं(म्) प्रकृतिम्, आश्रिताः",High,Correct,Exact match,
Shloka,9,13,C,262.5,267,भजन्त्यनन्यमनसो,भजन्त्यनन्यमनसो,"भजन्ति, अनन्यमनसः",High,Correct,Exact match
Shloka,9,13,D,267,273,ज्ञात्वा भूतादिमव्ययम्,ज्ञात्वा भूतादिमव्ययम्,"ज्ञात्वा, भूतादिम्, अव्ययम्",High,Correct,Exact match
Shloka,9,14,A,273,278,सततं कीर्तयन्तो मां,सततं(ङ्) कीर्तयन्तो मां(म्),"सततं, कीर्तयन्तः, मां",High,Correct,Exact match
Shloka,9,14,B,278,282.5,यतन्तश्च दृढव्रताः,यतन्तश्च दृढव्रताः,"यतन्तः, च, दृढव्रताः",High,Correct,Exact match
Shloka,9,14,C,282.5,287,नमस्यन्तश्च मां भक्त्या,नमस्यन्तश्च मां(म्) भक्त्या,"नमस्यन्तः, च, मां, भक्त्या",High,Correct,Exact match
Shloka,9,14,D,287,293,नित्ययुक्ता उपासते,नित्ययुक्ता उपासते,"नित्ययुक्ताः, उपासते",High,Correct,Exact match
Shloka,9,15,A,293,298,ज्ञानयज्ञेन चाप्यन्ये,ज्ञानयज्ञेन चाप्यन्ये,"ज्ञानयज्ञेन, च, अपि, अन्ये",High,Correct,Exact match
Shloka,9,15,B,298,302.5,यजन्तो मामुपासते,यजन्तो मामुपासते,"यजन्तः, मां, उपासते",High,Correct,Exact match
Shloka,9,15,C,302.5,307,एकत्वेन पृथक्त्वेन,एकत्वेन पृथक्त्वेन,"एकत्वेन, पृथक्त्वेन",High,Correct,Exact match
Shloka,9,15,D,307,313,बहुधा विश्वतोमुखम्,बहुधा विश्वतोमुखम्,"बहुधा, विश्वतोमुखम्",High,Correct,Exact match
Shloka,9,16,A,313,318,अहं क्रतुरहं यज्ञः,अहं(ङ्) क्रतुरहं(य्ँ) यज्ञः(स्),"अहं, क्रतुः, अहं, यज्ञः",High,Correct,Exact match
Shloka,9,16,B,318,322.5,स्वधाहमहमौषधम्,स्वधाहमहमौषधम्,"स्वधा, अहम्, अहम्, औषधम्",High,Correct,Exact match
Shloka,9,16,C,322.5,327,मन्त्रोऽहमहमेवाज्यम्,मन्त्रोऽहमहमेवाज्यम्,"मन्त्रः, अहम्, अहम्, एव, आज्यम्",High,Correct,Exact match
Shloka,9,16,D,327,333,अहमग्निरहं हुतम्,अहमग्निरहं(म्) हुतम्,"अहम्, अग्निः, अहम्, हुतम्",High,Correct,Exact match
Shloka,9,17,A,333,338,पिताहमस्य जगतो,पिताहमस्य जगतो,"पिता, अहम्, अस्य, जगतः",High,Correct,Exact match
Shloka,9,17,B,338,342.5,माता धाता पितामहः,माता धाता पितामहः,"माता, धाता, पितामहः",High,Correct,Exact match
Shloka,9,17,C,342.5,347,वेद्यं पवित्रमोङ्कार,वेद्यं(म्) पवित्रमोङ्कार,"वेद्यम्, पवित्रम्, ओंकार",High,Correct,Exact match
Shloka,9,17,D,347,353,ऋक्साम यजुरेव च,ऋक्साम यजुरेव च,"ऋक्, साम, यजुः, एव, च",High,Correct,Exact match
Shloka,9,18,A,353,358,गतिर्भर्ता प्रभुः साक्षी,गतिर्भर्ता प्रभुः(स्) साक्षी,"गतिः, भर्ता, प्रभुः, साक्षी",High,Correct,Exact match
Shloka,9,18,B,358,362.5,निवासः शरणं सुहृत्,निवासः(श्) शरणं(म्) सुहृत्,"निवासः, शरणम्, सुहृत्",High,Correct,Exact match
Shloka,9,18,C,362.5,367,प्रभवः प्रलयः स्थानं,प्रभवः(फ्) प्रलयः(स्) स्थानं(न्),"प्रभवः, प्रलयः, स्थानम्",High,Correct,Exact match
Shloka,9,18,D,367,373,निधानं बीजमव्ययम्,निधानं(म्) बीजमव्ययम्,"निधानम्, बीजम्, अव्ययम्",High,Correct,Exact match
Shloka,9,19,A,373,378,तपाम्यहमहं वर्षं,तपाम्यहमहं(व्ँ) वर्षं(न्),"तपामि, अहम्, अहम्, वर्षम्",High,Correct,Exact match
Shloka,9,19,B,378,382.5,निगृह्णाम्युत्सृजामि च,निगृह्णाम्युत्सृजामि च,"निगृह्णामि, उत्सृजामि, च",High,Correct,Exact match
Shloka,9,19,C,382.5,387,अमृतं चैव मृत्युश्च,अमृतं(ञ्) चैव मृत्युश्च,"अमृतम्, च, एव, मृत्युः, च",High,Correct,Exact match
Shloka,9,19,D,387,393,सदसच्चाहमर्जुन,सदसच्चाहमर्जुन,"सत्, असत्, च, अहम्, अर्जुन",High,Correct,Exact match
Shloka,9,20,A,393,398,त्रैविद्या मां सोमपाः,त्रैविद्या मां(म्) सोमपाः(फ्),"त्रैविद्याः, मां, सोमपाः",High,Correct,Exact match
Shloka,9,20,B,398,402.5,पूतपापा,पूतपापा,पूतपापाः,High,Correct,Exact match
Shloka,9,20,C,402.5,407,यज्ञैरिष्ट्वा स्वर्गतिं,यज्ञैरिष्ट्वा स्वर्गतिं(म्),"यज्ञैः, इष्ट्वा, स्वर्गतिम्",High,Correct,Exact match
Shloka,9,20,D,407,413,प्रार्थयन्ते,प्रार्थयन्ते,प्रार्थयन्ते,High,Correct,Exact match
Shloka,9,21,A,413,418,ते तं भुक्त्वा स्वर्गलोकं,ते तं(म्) भुक्त्वा स्वर्गलोकं(व्ँ),"ते, तम्, भुक्त्वा, स्वर्गलोकम्",High,Correct,Exact match
Shloka,9,21,B,418,422.5,विशालं,विशालं(ङ्),विशालम्,High,Correct,Exact match
Shloka,9,21,C,422.5,427,क्षीणे पुण्ये मर्त्यलोकं,क्षीणे पुण्ये मर्त्यलोकं(व्ँ),"क्षीणे, पुण्ये, मर्त्यलोकम्",High,Correct,Exact match
Shloka,9,21,D,427,433,विशन्ति,विशन्ति,विशन्ति,High,Correct,Exact match
Shloka,9,22,A,433,438,अनन्याश्चिन्तयन्तो मां,अनन्याश्चिन्तयन्तो मां(य्ँ),"अनन्याः, चिन्तयन्तः, मां",High,Correct,Exact match
Shloka,9,22,B,438,442.5,ये जनाः पर्युपासते,ये जनाः(फ्) पर्युपासते,"ये, जनाः, पर्युपासते",High,Correct,Exact match
Shloka,9,22,C,442.5,447,तेषां नित्याभियुक्तानां,तेषां(न्) नित्याभियुक्तानां(य्ँ),"तेषाम्, नित्याभियुक्तानाम्",High,Correct,Exact match
Shloka,9,22,D,447,453,योगक्षेमं वहाम्यहम्,योगक्षेमं(व्ँ) वहाम्यहम्,"योगक्षेमम्, वहामि, अहम्",High,Correct,Exact match
Shloka,9,23,A,453,458,येऽप्यन्यदेवता भक्ता,येऽप्यन्यदेवता भक्ता,"ये, अपि, अन्यदेवताः, भक्ताः",High,Correct,Exact match
Shloka,9,23,B,458,462.5,यजन्ते श्रद्धयान्विताः,यजन्ते श्रद्धयान्विताः,"यजन्ते, श्रद्धया, अन्विताः",High,Correct,Exact match
Shloka,9,23,C,462.5,467,तेऽपि मामेव कौन्तेय,तेऽपि मामेव कौन्तेय,"ते, अपि, माम्, एव, कौन्तेय",High,Correct,Exact match
Shloka,9,23,D,467,473,यजन्त्यविधिपूर्वकम्,यजन्त्यविधिपूर्वकम्,"यजन्ति, अविधिपूर्वकम्",High,Correct,Exact match
Shloka,9,24,A,473,478,अहं हि सर्वयज्ञानां,अहं(म्) हि सर्वयज्ञानां(म्),"अहम्, हि, सर्वयज्ञानाम्",High,Correct,Exact match
Shloka,9,24,B,478,482.5,भोक्ता च प्रभुरेव च,भोक्ता च प्रभुरेव च,"भोक्ता, च, प्रभुः, एव, च",High,Correct,Exact match
Shloka,9,24,C,482.5,487,न तु मामभिजानन्ति,न तु मामभिजानन्ति,"न, तु, माम्, अभिजानन्ति",High,Correct,Exact match
Shloka,9,24,D,487,493,तत्त्वेनातश्च्यवन्ति ते,तत्त्वेनातश्च्यवन्ति ते,"तत्त्वेन, अतः, च्यवन्ति, ते",High,Correct,Exact match
Shloka,9,25,A,493,498,यान्ति देवव्रता देवान्,यान्ति देवव्रता देवान्,"यान्ति, देवव्रताः, देवान्",High,Correct,Exact match
Shloka,9,25,B,498,502.5,पितॄन्यान्ति पितृव्रताः,पितॄन्यान्ति पितृव्रताः,"पितॄन्, यान्ति, पितृव्रताः",High,Correct,Exact match
Shloka,9,25,C,502.5,507,भूतानि यान्ति भूतेज्या,भूतानि यान्ति भूतेज्या,"भूतानि, यान्ति, भूतेज्याः",High,Correct,Exact match
Shloka,9,25,D,507,513,यान्ति मद्याजिनोऽपि माम्,यान्ति मद्याजिनोऽपि माम्,"यान्ति, मद्याजिनः, अपि, माम्",High,Correct,Exact match
Shloka,9,26,A,513,518,पत्रं पुष्पं फलं तोयं,पत्रं(म्) पुष्पं(म्) फलं(न्) तोयं(य्ँ),"पत्रम्, पुष्पम्, फलम्, तोयम्",High,Correct,Exact match
Shloka,9,26,B,518,522.5,यो मे भक्त्या प्रयच्छति,यो मे भक्त्या प्रयच्छति,"यः, मे, भक्त्या, प्रयच्छति",High,Correct,Exact match
Shloka,9,26,C,522.5,527,तदहं भक्त्युपहृतम्,तदहं(म्) भक्त्युपहृतम्,"तत्, अहम्, भक्त्युपहृतम्",High,Correct,Exact match
Shloka,9,26,D,527,533,अश्नामि प्रयतात्मनः,अश्नामि प्रयतात्मनः,"अश्नामि, प्रयतात्मनः",High,Correct,Exact match
Shloka,9,27,A,533,538,यत्करोषि यदश्नासि,यत्करोषि यदश्नासि,"यत्, करोषि, यत्, अश्नासि",High,Correct,Exact match
Shloka,9,27,B,538,542.5,यज्जुहोषि ददासि यत्,यज्जुहोषि ददासि यत्,"यत्, जुहोषि, ददासि, यत्",High,Correct,Exact match
Shloka,9,27,C,542.5,547,यत्तपस्यसि कौन्तेय,यत्तपस्यसि कौन्तेय,"यत्, तपस्यसि, कौन्तेय",High,Correct,Exact match
Shloka,9,27,D,547,553,तत्कुरुष्व मदर्पणम्,तत्कुरुष्व मदर्पणम्,"तत्, कुरुष्व, मदर्पणम्",High,Correct,Exact match
Shloka,9,28,A,553,558,शुभाशुभफलैरेवं,शुभाशुभफलैरेवं(म्),"शुभाशुभफलैः, एवम्",High,Correct,Exact match
Shloka,9,28,B,558,562.5,मोक्ष्यसे कर्मबन्धनैः,मोक्ष्यसे कर्मबन्धनैः,"मोक्ष्यसे, कर्मबन्धनैः",High,Correct,Exact match
Shloka,9,28,C,562.5,567,सन्न्यासयोगयुक्तात्मा,सन्न्यासयोगयुक्तात्मा,सन्न्यासयोगयुक्तात्मा,High,Correct,Exact match
Shloka,9,28,D,567,573,विमुक्तो मामुपैष्यसि,विमुक्तो मामुपैष्यसि,"विमुक्तः, माम्, उपैष्यसि",High,Correct,Exact match
Shloka,9,29,A,573,578,समोऽहं सर्वभूतेषु,समोऽहं(म्) सर्वभूतेषु,"समः, अहम्, सर्वभूतेषु",High,Correct,Exact match
Shloka,9,29,B,578,582.5,न मे द्वेष्योऽस्ति न प्रियः,न मे द्वेष्योऽस्ति न प्रियः,"न, मे, द्वेष्यः, अस्ति, न, प्रियः",High,Correct,Exact match
Shloka,9,29,C,582.5,587,ये भजन्ति तु मां भक्त्या,ये भजन्ति तु मां(म्) भक्त्या,"ये, भजन्ति, तु, मां, भक्त्या",High,Correct,Exact match
Shloka,9,29,D,587,593,मयि ते तेषु चाप्यहम्,मयि ते तेषु चाप्यहम्,"मयि, ते, तेषु, च, अपि, अहम्",High,Correct,Exact match
Shloka,9,30,A,593,598,अपि चेत्सुदुराचारो,अपि चेत्सुदुराचारो,"अपि, चेत्, सुदुराचारः",High,Correct,Exact match
Shloka,9,30,B,598,602.5,भजते मामनन्यभाक्,भजते मामनन्यभाक्,"भजते, माम्, अनन्यभाक्",High,Correct,Exact match
Shloka,9,30,C,602.5,607,साधुरेव स मन्तव्यः,साधुरेव स मन्तव्यः(स्),"साधुः, एव, सः, मन्तव्यः",High,Correct,Exact match
Shloka,9,30,D,607,613,सम्यग्व्यवसितो हि सः,सम्यग्व्यवसितो हि सः,"सम्यक्, व्यवसितः, हि, सः",High,Correct,Exact match
Shloka,9,31,A,613,618,क्षिप्रं भवति धर्मात्मा,क्षिप्रं(म्) भवति धर्मात्मा,"क्षिप्रम्, भवति, धर्मात्मा",High,Correct,Exact match
Shloka,9,31,B,618,622.5,शश्वच्छान्तिं निगच्छति,शश्वच्छान्तिं(न्) निगच्छति,"शश्वत्, शान्तिम्, निगच्छति",High,Correct,Exact match
Shloka,9,31,C,622.5,627,कौन्तेय प्रतिजानीहि,कौन्तेय प्रतिजानीहि,"कौन्तेय, प्रतिजानीहि",High,Correct,Exact match
Shloka,9,31,D,627,633,न मे भक्तः प्रणश्यति,न मे भक्तः(फ्) प्रणश्यति,"न, मे, भक्तः, प्रणश्यति",High,Correct,Exact match
Shloka,9,32,A,633,638,मां हि पार्थ व्यपाश्रित्य,मां(म्) हि पार्थ व्यपाश्रित्य,"मां, हि, पार्थ, व्यपाश्रित्य",High,Correct,Exact match
Shloka,9,32,B,638,642.5,येऽपि स्युः पापयोनयः,येऽपि स्युः(फ्) पापयोनयः,"ये, अपि, स्युः, पापयोनयः",High,Correct,Exact match
Shloka,9,32,C,642.5,647,स्त्रियो वैश्यास्तथा शूद्रा,स्त्रियो वैश्यास्तथा शूद्राः(स्),"स्त्रियः, वैश्याः, तथा, शूद्राः",High,Correct,Exact match
Shloka,9,32,D,647,653,तेऽपि यान्ति परां गतिम्,तेऽपि यान्ति परां(ङ्) गतिम्,"ते, अपि, यान्ति, पराम्, गतिम्",High,Correct,Exact match
Shloka,9,33,A,653,658,किं पुनर्ब्राह्मणाः पुण्या,किं(ङ्) पुनर्ब्राह्मणाः(फ्) पुण्याः,"किं, पुनः, ब्राह्मणाः, पुण्याः",High,Correct,Exact match
Shloka,9,33,B,658,662.5,भक्ता राजर्षयस्तथा,भक्ता राजर्षयस्तथा,"भक्ताः, राजर्षयः, तथा",High,Correct,Exact match
Shloka,9,33,C,662.5,667,अनित्यमसुखं लोकम्,अनित्यमसुखं(ल्ँ) लोकम्,"अनित्यम्, असुखम्, लोकम्",High,Correct,Exact match
Shloka,9,33,D,667,673,इमं प्राप्य भजस्व माम्,इमं(म्) प्राप्य भजस्व माम्,"इमम्, प्राप्य, भजस्व, माम्",High,Correct,Exact match
Shloka,9,34,A,673,678,मन्मना भव मद्भक्तो,मन्मना भव मद्भक्तः,"मन्मनाः, भव, मद्भक्तः",High,Correct,Exact match
Shloka,9,34,B,678,682.5,मद्याजी मां नमस्कुरु,मद्याजी मां(म्) नमस्कुरु,"मद्याजी, मां, नमस्कुरु",High,Correct,Exact match
Shloka,9,34,C,682.5,687,मामेवैष्यसि युक्त्वैवम्,मामेवैष्यसि युक्त्वैवम्,"माम्, एव, एष्यसि, युक्त्वा, एवम्",High,Correct,Exact match
Shloka,9,34,D,687,693,आत्मानं मत्परायणः,आत्मानं(म्) मत्परायणः,"आत्मानम्, मत्परायणः",High,Correct,Exact match
Pushpika,9,0,-,693,735,ॐ तत्सदिति श्रीमद्भगवद्गीतासु...,ॐ तत्सदिति श्रीमद्भगवद्गीतासु...,-,High,Correct,Exact match
Prayer,10,0,-,0,3.5,ॐ श्रीपरमात्मने नम:,ॐ श्रीपरमात्मने नम:,-,High,Correct,Exact match
Chapter_Title,10,0,-,3.5,7,श्रीमद्भगवद्गीता,श्रीमद्भगवद्गीता,-,High,Correct,Exact match
Chapter_Heading,10,0,-,7,9.8,अथ दशमोऽध्यायः,अथ दशमोऽध्यायः,-,High,Correct,Exact match
Speaker_Label,10,1,-,9.8,13,श्रीभगवानुवाच,श्रीभगवानुवाच,-,High,Correct,Exact match
Shloka,10,1,A,13,17.5,भूय एव महाबाहो,भूय एव महाबाहो,"भूयः, एव, महाबाहो",High,Correct,Exact match
Shloka,10,1,B,17.5,22,शृणु मे परमं वचः,शृणु मे परमं(म्) वचः,"शृणु, मे, परमम्, वचः",High,Correct,Exact match
Shloka,10,1,C,22,26.5,यत्तेऽहं प्रीयमाणाय,यत्तेऽहं(म्) प्रीयमाणाय,"यत्, ते, अहम्, प्रीयमाणाय",High,Correct,Exact match
Shloka,10,1,D,26.5,32,वक्ष्यामि हितकाम्यया,वक्ष्यामि हितकाम्यया,"वक्ष्यामि, हितकाम्यया",High,Correct,Exact match
Shloka,10,2,A,32,37,न मे विदुः सुरगणाः,न मे विदुः सुरगणाः,"न, मे, विदुः, सुरगणाः",High,Correct,Exact match
Shloka,10,2,B,37,41.5,प्रभवं न महर्षयः,प्रभवं(म्) न महर्षयः,"प्रभवम्, न, महर्षयः",High,Correct,Exact match
Shloka,10,2,C,41.5,46,अहमादिर्हि देवानां,अहमादिर्हि देवानां(म्),"अहम्, आदिः, हि, देवानाम्",High,Correct,Exact match
Shloka,10,2,D,46,52,महर्षीणां च सर्वशः,महर्षीणां(ञ्) च सर्वशः,"महर्षीणाम्, च, सर्वशः",High,Correct,Exact match
Shloka,10,3,A,52,56.8,यो मामजमनादिं च,यो मामजमनादिं(ञ्च) च,"यः, माम्, अजम्, अनादिम्, च",High,Correct,Exact match
Shloka,10,3,B,56.8,62,वेत्ति लोकमहेश्वरम्,वेत्ति लोकमहेश्वरम्,"वेत्ति, लोकमहेश्वरम्",High,Correct,Exact match
Shloka,10,3,C,62,66.5,असम्मूढः स मर्त्येषु,असम्मूढः(स्) स मर्त्येषु,"असम्मूढः, सः, मर्त्येषु",High,Correct,Exact match
Shloka,10,3,D,66.5,73,सर्वपापैः प्रमुच्यते,सर्वपापैः(फ्) प्रमुच्यते,"सर्वपापैः, प्रमुच्यते",High,Correct,Exact match
Shloka,10,4,A,73,78,बुद्धिर्ज्ञानमसंमोहः,बुद्धिर्ज्ञानमसंमोहः,"बुद्धिः, ज्ञानम्, असंमोहः",High,Correct,Exact match
Shloka,10,4,B,78,82.5,क्षमा सत्यं दमः शमः,क्षमा सत्यं(न्) दमः(श्) शमः,"क्षमा, सत्यम्, दमः, शमः",High,Correct,Exact match
Shloka,10,4,C,82.5,87,सुखं दुःखं भवोऽभावो,सुखं(म्) दुःखं(म्) भवोऽभावो,"सुखम्, दुःखम्, भवः, अभावः",High,Correct,Exact match
Shloka,10,4,D,87,93,भयं चाभयमेव च,भयं(ञ्) चाभयमेव च,"भयम्, च, अभयम्, एव, च",High,Correct,Exact match
Shloka,10,5,A,93,98,अहिंसा समता तुष्टिः,अहिंसा समता तुष्टिः,"अहिंसा, समता, तुष्टिः",High,Correct,Exact match
Shloka,10,5,B,98,102.5,तपो दानं यशोऽयशः,तपो दानं(य्ँ) यशोऽयशः,"तपः, दानम्, यशः, अयशः",High,Correct,Exact match
Shloka,10,5,C,102.5,107,भवन्ति भावा भूतानां,भवन्ति भावा भूतानां(म्),"भवन्ति, भावाः, भूतानाम्",High,Correct,Exact match
Shloka,10,5,D,107,113,मत्त एव पृथग्विधाः,मत्त एव पृथग्विधाः,"मत्तः, एव, पृथग्विधाः",High,Correct,Exact match
Shloka,10,6,A,113,118,महर्षयः सप्त पूर्वे,महर्षयः(स्) सप्त पूर्वे,"महर्षयः, सप्त, पूर्वे",High,Correct,Exact match
Shloka,10,6,B,118,122.5,चत्वारो मनवस्तथा,चत्वारो मनवस्तथा,"चत्वारः, मनवः, तथा",High,Correct,Exact match
Shloka,10,6,C,122.5,127,मद्भावा मानसा जाता,मद्भावा मानसा जाता,"मद्भावाः, मानसाः, जाताः",High,Correct,Exact match
Shloka,10,6,D,127,133,येषां लोक इमाः प्रजाः,येषां(ल्) लोक इमाः(प्र) प्रजाः,"येषाम्, लोके, इमाः, प्रजाः",High,Correct,Exact match
Shloka,10,7,A,133,138,एतां विभूतिं योगं च,एतां(म्) विभूतिं(म्) योगं(ञ्) च,"एताम्, विभूतिम्, योगम्, च",High,Correct,Exact match
Shloka,10,7,B,138,142.5,मम यो वेत्ति तत्त्वतः,मम यो वेत्ति तत्त्वतः,"मम, यः, वेत्ति, तत्त्वतः",High,Correct,Exact match
Shloka,10,7,C,142.5,147,सोऽविकम्पेन योगेन,सोऽविकम्पेन योगेन,"सः, अविकम्पेन, योगेन",High,Correct,Exact match
Shloka,10,7,D,147,153,युज्यते नात्र संशयः,युज्यते नात्र संशयः,"युज्यते, न, अत्र, संशयः",High,Correct,Exact match
Shloka,10,8,A,153,158,अहं सर्वस्य प्रभवो,अहं(म्) सर्वस्य प्रभवो,"अहम्, सर्वस्य, प्रभवः",High,Correct,Exact match
Shloka,10,8,B,158,162.5,मत्तः सर्वं प्रवर्तते,मत्तः(स्) सर्वं(म्) प्रवर्तते,"मत्तः, सर्वम्, प्रवर्तते",High,Correct,Exact match
Shloka,10,8,C,162.5,167,इति मत्वा भजन्ते मां,इति मत्वा भजन्ते मां(म्),"इति, मत्वा, भजन्ते, मां",High,Correct,Exact match
Shloka,10,8,D,167,173,बुधा भावसमन्विताः,बुधा भावसमन्विताः,"बुधाः, भावसमन्विताः",High,Correct,Exact match
Shloka,10,9,A,173,178,मच्चित्ता मद्गतप्राणा,मच्चित्ता मद्गतप्राणा,"मच्चित्ताः, मद्गतप्राणाः",High,Correct,Exact match
Shloka,10,9,B,178,182.5,बोधयन्तः परस्परम्,बोधयन्तः(फ्) परस्परम्,"बोधयन्तः, परस्परम्",High,Correct,Exact match
Shloka,10,9,C,182.5,187,कथयन्तश्च मां नित्यं,कथयन्तश्च मां(न्) नित्यं(म्),"कथयन्तः, च, मां, नित्यम्",High,Correct,Exact match
Shloka,10,9,D,187,193,तुष्यन्ति च रमन्ति च,तुष्यन्ति च रमन्ति च,"तुष्यन्ति, च, रमन्ति, च",High,Correct,Exact match
Shloka,10,10,A,193,198,तेषां सततयुक्तानां,तेषां(न्) सततयुक्तानां(म्),"तेषाम्, सततयुक्तानाम्",High,Correct,Exact match
Shloka,10,10,B,198,202.5,भजतां प्रीतिपूर्वकम्,भजतां(म्) प्रीतिपूर्वकम्,"भजताम्, प्रीतिपूर्वकम्",High,Correct,Exact match
Shloka,10,10,C,202.5,207,ददामि बुद्धियोगं तं,ददामि बुद्धियोगं(म्) तं(म्),"ददामि, बुद्धियोगम्, तम्",High,Correct,Exact match
Shloka,10,10,D,207,213,येन मामुपयान्ति ते,येन मामुपयान्ति ते,"येन, माम्, उपयान्ति, ते",High,Correct,Exact match
Shloka,10,11,A,213,218,तेषामेवानुकम्पार्थम्,तेषामेवानुकम्पार्थम्,"तेषाम्, एव, अनुकम्पार्थम्",High,Correct,Exact match
Shloka,10,11,B,218,222.5,अहमज्ञानजं तमः,अहमज्ञानजं(त्) तमः,"अहम्, अज्ञानजम्, तमः",High,Correct,Exact match
Shloka,10,11,C,222.5,227,नाशयाम्यात्मभावस्थो,नाशयाम्यात्मभावस्थो,"नाशयामि, आत्मभावस्थः",High,Correct,Exact match
Shloka,10,11,D,227,233,ज्ञानदीपेन भास्वता,ज्ञानदीपेन भास्वता,"ज्ञानदीपेन, भास्वता",High,Correct,Exact match
Speaker_Label,10,12,-,233,236,अर्जुन उवाच,अर्जुन उवाच,-,High,Correct,Exact match
